activity_seq_name,activity_seq_path,activity_seq_length,activity
Yet_another_point_about_drawing_swords_draw_sword_u_nm_np1_fr_med_0,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/draw_sword/Yet_another_point_about_drawing_swords_draw_sword_u_nm_np1_fr_med_0,16,draw_sword
Drawing_and_Resheathing_the_Japanese_Sword_draw_sword_u_nm_np1_le_med_2,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/draw_sword/Drawing_and_Resheathing_the_Japanese_Sword_draw_sword_u_nm_np1_le_med_2,16,draw_sword
Samurai_Fight_Scene_draw_sword_f_cm_np2_fr_goo_2,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/draw_sword/Samurai_Fight_Scene_draw_sword_f_cm_np2_fr_goo_2,18,draw_sword
Raito_Kata_from_Shindo_Munen_Ryu_Instructional_Video_draw_sword_f_nm_np1_le_med_3,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/draw_sword/Raito_Kata_from_Shindo_Munen_Ryu_Instructional_Video_draw_sword_f_nm_np1_le_med_3,16,draw_sword
Tenshin_Ryu_Aikido_draw_sword_f_nm_np1_ri_med_0,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/draw_sword/Tenshin_Ryu_Aikido_draw_sword_f_nm_np1_ri_med_0,16,draw_sword
Master_Pena_Iaido_Katas_draw_sword_f_nm_np1_fr_med_0,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/draw_sword/Master_Pena_Iaido_Katas_draw_sword_f_nm_np1_fr_med_0,16,draw_sword
19th_Century_Cavalry_Sabre_Draw_draw_sword_u_nm_np1_fr_bad_1,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/draw_sword/19th_Century_Cavalry_Sabre_Draw_draw_sword_u_nm_np1_fr_bad_1,16,draw_sword
Eishin_Ryu_Iaido_-_Toho_Forms_draw_sword_f_cm_np1_ri_med_0,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/draw_sword/Eishin_Ryu_Iaido_-_Toho_Forms_draw_sword_f_cm_np1_ri_med_0,16,draw_sword
St__Louis_Goalkeeping__Academy_elite_training_jump_f_nm_np1_ri_bad_12,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/jump/St__Louis_Goalkeeping__Academy_elite_training_jump_f_nm_np1_ri_bad_12,10,jump
THE_PROTECTOR_jump_f_cm_np1_ba_bad_30,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/jump/THE_PROTECTOR_jump_f_cm_np1_ba_bad_30,9,jump
Arrasando_no_Le_Parkour_jump_f_cm_np1_le_bad_0,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/jump/Arrasando_no_Le_Parkour_jump_f_cm_np1_le_bad_0,7,jump
St__Louis_Goalkeeping__Academy_elite_training_jump_f_nm_np1_ri_bad_9,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/jump/St__Louis_Goalkeeping__Academy_elite_training_jump_f_nm_np1_ri_bad_9,11,jump
Faith_Rewarded_jump_f_nm_np1_ri_med_89,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/jump/Faith_Rewarded_jump_f_nm_np1_ri_med_89,21,jump
BATMAN_BEGINS_jump_f_cm_np1_ri_med_18,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/jump/BATMAN_BEGINS_jump_f_cm_np1_ri_med_18,10,jump
RushHour2_jump_h_nm_np1_ba_bad_8,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/jump/RushHour2_jump_h_nm_np1_ba_bad_8,16,jump
TheBoondockSaints_jump_u_cm_np1_fr_bad_83,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/jump/TheBoondockSaints_jump_u_cm_np1_fr_bad_83,10,jump
Documentario_Le_Parkour_Londrina_jump_f_cm_np1_ri_bad_6,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/jump/Documentario_Le_Parkour_Londrina_jump_f_cm_np1_ri_bad_6,8,jump
Documentario_Le_Parkour_Londrina_jump_f_cm_np1_ba_bad_12,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/jump/Documentario_Le_Parkour_Londrina_jump_f_cm_np1_ba_bad_12,7,jump
Sam_Cooksey_Goalkeeper_Training_jump_f_cm_np1_le_bad_10,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/jump/Sam_Cooksey_Goalkeeper_Training_jump_f_cm_np1_le_bad_10,10,jump
LONGESTYARD_jump_f_cm_np1_ri_bad_21,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/jump/LONGESTYARD_jump_f_cm_np1_ri_bad_21,9,jump
Sam_Cooksey_Goalkeeper_Training_jump_f_cm_np1_ri_bad_5,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/jump/Sam_Cooksey_Goalkeeper_Training_jump_f_cm_np1_ri_bad_5,9,jump
Documentario_Le_Parkour_Londrina_jump_f_nm_np1_le_bad_8,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/jump/Documentario_Le_Parkour_Londrina_jump_f_nm_np1_le_bad_8,9,jump
KUNG_FU_HUSTLE_jump_f_nm_np1_fr_bad_46,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/jump/KUNG_FU_HUSTLE_jump_f_nm_np1_fr_bad_46,10,jump
Sam_Cooksey_Goalkeeper_Training_jump_f_cm_np1_ri_bad_0,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/jump/Sam_Cooksey_Goalkeeper_Training_jump_f_cm_np1_ri_bad_0,12,jump
Gregoire_Airman_showreel_2008_jump_f_cm_np1_le_bad_0,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/jump/Gregoire_Airman_showreel_2008_jump_f_cm_np1_le_bad_0,12,jump
Goalkeeper_Felix_Schwake_jump_f_cm_np1_ri_bad_2,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/jump/Goalkeeper_Felix_Schwake_jump_f_cm_np1_ri_bad_2,10,jump
Sam_Cooksey_Goalkeeper_Training_jump_f_cm_np1_le_bad_9,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/jump/Sam_Cooksey_Goalkeeper_Training_jump_f_cm_np1_le_bad_9,9,jump
New_polish_best_goalkeeper_-_FC_Barcelona_jump_f_cm_np1_le_bad_0,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/jump/New_polish_best_goalkeeper_-_FC_Barcelona_jump_f_cm_np1_le_bad_0,11,jump
RATRACE_jump_f_cm_np1_ba_bad_3,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/jump/RATRACE_jump_f_cm_np1_ba_bad_3,10,jump
Parkour-_Diving_Kong_jump_u_cm_np1_ri_bad_0,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/jump/Parkour-_Diving_Kong_jump_u_cm_np1_ri_bad_0,7,jump
Sam_Cooksey_Goalkeeper_Training_jump_f_cm_np1_le_bad_8,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/jump/Sam_Cooksey_Goalkeeper_Training_jump_f_cm_np1_le_bad_8,11,jump
THE_PROTECTOR_jump_f_nm_np1_ba_bad_11,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/jump/THE_PROTECTOR_jump_f_nm_np1_ba_bad_11,10,jump
le_parkour_kl_jump_f_nm_np1_le_bad_3,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/jump/le_parkour_kl_jump_f_nm_np1_le_bad_3,14,jump
le_parkour_kl_jump_l_nm_np1_ri_bad_0,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/jump/le_parkour_kl_jump_l_nm_np1_ri_bad_0,18,jump
Documentario_Le_Parkour_Londrina_jump_f_cm_np1_fr_bad_10,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/jump/Documentario_Le_Parkour_Londrina_jump_f_cm_np1_fr_bad_10,11,jump
Learn_Freerunning_and_Parkour__-_Diving_Kong_jump_f_cm_np1_ba_bad_1,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/jump/Learn_Freerunning_and_Parkour__-_Diving_Kong_jump_f_cm_np1_ba_bad_1,7,jump
likebeckam_jump_l_cm_np1_ri_bad_17,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/jump/likebeckam_jump_l_cm_np1_ri_bad_17,10,jump
St__Louis_Goalkeeping__Academy_elite_training_jump_f_nm_np1_ri_bad_1,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/jump/St__Louis_Goalkeeping__Academy_elite_training_jump_f_nm_np1_ri_bad_1,14,jump
Fellowship_2_jump_f_nm_np1_ba_bad_7,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/jump/Fellowship_2_jump_f_nm_np1_ba_bad_7,12,jump
Goalkeeper_Felix_Schwake_jump_f_cm_np1_le_bad_5,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/jump/Goalkeeper_Felix_Schwake_jump_f_cm_np1_le_bad_5,10,jump
Goalkeeper_Felix_Schwake_jump_f_cm_np1_le_bad_8,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/jump/Goalkeeper_Felix_Schwake_jump_f_cm_np1_le_bad_8,11,jump
prelinger_ControlY1950_jump_f_nm_np1_fr_bad_6,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/jump/prelinger_ControlY1950_jump_f_nm_np1_fr_bad_6,9,jump
Fellowship_5_jump_f_nm_np1_fr_bad_10,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/jump/Fellowship_5_jump_f_nm_np1_fr_bad_10,7,jump
Documentario_Le_Parkour_Londrina_jump_f_nm_np1_ri_bad_3,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/jump/Documentario_Le_Parkour_Londrina_jump_f_nm_np1_ri_bad_3,13,jump
Learn_Freerunning_and_Parkour__-_Diving_Kong_jump_f_cm_np1_le_bad_0,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/jump/Learn_Freerunning_and_Parkour__-_Diving_Kong_jump_f_cm_np1_le_bad_0,7,jump
THE_PROTECTOR_jump_f_cm_np1_fr_bad_29,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/jump/THE_PROTECTOR_jump_f_cm_np1_fr_bad_29,10,jump
LONGESTYARD_jump_f_cm_np1_ri_bad_22,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/jump/LONGESTYARD_jump_f_cm_np1_ri_bad_22,5,jump
Le_Parkour_TVCA_esporte_jump_f_cm_np1_le_bad_2,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/jump/Le_Parkour_TVCA_esporte_jump_f_cm_np1_le_bad_2,14,jump
RATRACE_jump_f_cm_np1_fr_bad_40,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/jump/RATRACE_jump_f_cm_np1_fr_bad_40,10,jump
Sam_Cooksey_Goalkeeper_Training_jump_f_cm_np1_ri_bad_6,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/jump/Sam_Cooksey_Goalkeeper_Training_jump_f_cm_np1_ri_bad_6,10,jump
DONNIE_DARKO_jump_f_nm_np1_fr_med_7,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/jump/DONNIE_DARKO_jump_f_nm_np1_fr_med_7,34,jump
Arrasando_no_Le_Parkour_jump_f_nm_np1_ri_med_3,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/jump/Arrasando_no_Le_Parkour_jump_f_nm_np1_ri_med_3,11,jump
Sommerland_Syd_sprung_in_den_tod_jump_f_cm_np1_fr_bad_0,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/jump/Sommerland_Syd_sprung_in_den_tod_jump_f_cm_np1_fr_bad_0,13,jump
Le_Parkour_TVCA_esporte_jump_f_cm_np1_fr_bad_1,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/jump/Le_Parkour_TVCA_esporte_jump_f_cm_np1_fr_bad_1,13,jump
prelinger_ControlY1950_jump_f_nm_np1_fr_bad_7,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/jump/prelinger_ControlY1950_jump_f_nm_np1_fr_bad_7,15,jump
Documentario_Le_Parkour_Londrina_jump_f_cm_np1_le_bad_11,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/jump/Documentario_Le_Parkour_Londrina_jump_f_cm_np1_le_bad_11,11,jump
St__Louis_Goalkeeping__Academy_elite_training_jump_f_nm_np1_ri_bad_10,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/jump/St__Louis_Goalkeeping__Academy_elite_training_jump_f_nm_np1_ri_bad_10,10,jump
St__Louis_Goalkeeping__Academy_elite_training_jump_f_cm_np1_le_bad_6,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/jump/St__Louis_Goalkeeping__Academy_elite_training_jump_f_cm_np1_le_bad_6,10,jump
A_Beautiful_Mind_1_jump_f_cm_np1_ba_bad_3,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/jump/A_Beautiful_Mind_1_jump_f_cm_np1_ba_bad_3,14,jump
BLACK_HAWK_DOWN_jump_f_cm_np1_ri_bad_8,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/jump/BLACK_HAWK_DOWN_jump_f_cm_np1_ri_bad_8,22,jump
LE_PARKOUR_BRASIL_DIOGO_GRANATO_(HD)_jump_u_cm_np1_le_bad_0,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/jump/LE_PARKOUR_BRASIL_DIOGO_GRANATO_(HD)_jump_u_cm_np1_le_bad_0,12,jump
Learn_Freerunning_and_Parkour__-_Diving_Kong_jump_f_cm_np1_le_bad_3,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/jump/Learn_Freerunning_and_Parkour__-_Diving_Kong_jump_f_cm_np1_le_bad_3,7,jump
RATRACE_jump_f_cm_np1_fr_bad_39,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/jump/RATRACE_jump_f_cm_np1_fr_bad_39,9,jump
RATRACE_jump_f_nm_np1_ba_bad_30,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/jump/RATRACE_jump_f_nm_np1_ba_bad_30,10,jump
Gregoire_Airman_showreel_2008_jump_f_cm_np1_ri_bad_5,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/jump/Gregoire_Airman_showreel_2008_jump_f_cm_np1_ri_bad_5,9,jump
St__Louis_Goalkeeping__Academy_elite_training_jump_f_nm_np1_ri_bad_14,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/jump/St__Louis_Goalkeeping__Academy_elite_training_jump_f_nm_np1_ri_bad_14,11,jump
THE_PROTECTOR_jump_f_cm_np1_ba_bad_14,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/jump/THE_PROTECTOR_jump_f_cm_np1_ba_bad_14,9,jump
LONGESTYARD_jump_f_cm_np1_le_bad_14,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/jump/LONGESTYARD_jump_f_cm_np1_le_bad_14,11,jump
Sam_Cooksey_Goalkeeper_Training_jump_f_cm_np1_le_bad_4,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/jump/Sam_Cooksey_Goalkeeper_Training_jump_f_cm_np1_le_bad_4,12,jump
St__Louis_Goalkeeping__Academy_elite_training_jump_f_nm_np1_ri_bad_2,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/jump/St__Louis_Goalkeeping__Academy_elite_training_jump_f_nm_np1_ri_bad_2,15,jump
THE_PROTECTOR_jump_f_nm_np1_ba_bad_90,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/jump/THE_PROTECTOR_jump_f_nm_np1_ba_bad_90,11,jump
St__Louis_Goalkeeping__Academy_elite_training_jump_f_nm_np1_le_bad_15,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/jump/St__Louis_Goalkeeping__Academy_elite_training_jump_f_nm_np1_le_bad_15,9,jump
KUNG_FU_HUSTLE_jump_f_nm_np1_fr_bad_38,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/jump/KUNG_FU_HUSTLE_jump_f_nm_np1_fr_bad_38,15,jump
Faith_Rewarded_jump_f_cm_np1_ba_bad_15,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/jump/Faith_Rewarded_jump_f_cm_np1_ba_bad_15,15,jump
Faith_Rewarded_jump_f_nm_np1_ri_bad_86,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/jump/Faith_Rewarded_jump_f_nm_np1_ri_bad_86,14,jump
Fellowship_7_jump_f_cm_np1_fr_bad_1,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/jump/Fellowship_7_jump_f_cm_np1_fr_bad_1,8,jump
le_parkour_kl_jump_l_nm_np1_le_bad_1,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/jump/le_parkour_kl_jump_l_nm_np1_le_bad_1,10,jump
Fellowship_5_jump_f_nm_np1_ba_bad_12,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/jump/Fellowship_5_jump_f_nm_np1_ba_bad_12,9,jump
Goalkeeper_Felix_Schwake_jump_f_nm_np1_ri_bad_4,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/jump/Goalkeeper_Felix_Schwake_jump_f_nm_np1_ri_bad_4,10,jump
prelinger_ControlY1950_jump_f_nm_np1_fr_bad_13,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/jump/prelinger_ControlY1950_jump_f_nm_np1_fr_bad_13,11,jump
TheBoondockSaints_jump_u_nm_np1_fr_bad_73,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/jump/TheBoondockSaints_jump_u_nm_np1_fr_bad_73,22,jump
Documentario_Le_Parkour_Londrina_jump_f_cm_np1_ri_bad_5,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/jump/Documentario_Le_Parkour_Londrina_jump_f_cm_np1_ri_bad_5,8,jump
St__Louis_Goalkeeping__Academy_elite_training_jump_f_nm_np1_le_bad_8,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/jump/St__Louis_Goalkeeping__Academy_elite_training_jump_f_nm_np1_le_bad_8,11,jump
Documentario_Le_Parkour_Londrina_jump_f_nm_np1_ri_bad_7,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/jump/Documentario_Le_Parkour_Londrina_jump_f_nm_np1_ri_bad_7,8,jump
DONNIE_DARKO_jump_f_nm_np1_ri_bad_6,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/jump/DONNIE_DARKO_jump_f_nm_np1_ri_bad_6,15,jump
Two_Towers_6_jump_f_nm_np1_le_bad_8,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/jump/Two_Towers_6_jump_f_nm_np1_le_bad_8,8,jump
Arrasando_no_Le_Parkour_jump_f_cm_np1_ri_bad_1,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/jump/Arrasando_no_Le_Parkour_jump_f_cm_np1_ri_bad_1,13,jump
Veoh_Alpha_Dog_1_jump_f_cm_np1_ri_bad_28,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/jump/Veoh_Alpha_Dog_1_jump_f_cm_np1_ri_bad_28,19,jump
Gregoire_Airman_showreel_2008_jump_f_cm_np1_ba_bad_1,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/jump/Gregoire_Airman_showreel_2008_jump_f_cm_np1_ba_bad_1,10,jump
TheBoondockSaints_jump_u_cm_np1_ri_bad_103,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/jump/TheBoondockSaints_jump_u_cm_np1_ri_bad_103,10,jump
Sam_Cooksey_Goalkeeper_Training_jump_f_cm_np1_le_bad_2,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/jump/Sam_Cooksey_Goalkeeper_Training_jump_f_cm_np1_le_bad_2,10,jump
Fellowship_5_jump_f_nm_np1_ri_bad_11,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/jump/Fellowship_5_jump_f_nm_np1_ri_bad_11,10,jump
NOVA_ELEGANTUNIVERSE1_jump_f_nm_np1_le_bad_4,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/jump/NOVA_ELEGANTUNIVERSE1_jump_f_nm_np1_le_bad_4,15,jump
RATRACE_jump_f_nm_np1_ba_bad_29,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/jump/RATRACE_jump_f_nm_np1_ba_bad_29,9,jump
Goalkeeper_Felix_Schwake_jump_f_cm_np1_ri_bad_1,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/jump/Goalkeeper_Felix_Schwake_jump_f_cm_np1_ri_bad_1,11,jump
RETURN_OF_THE_KING_jump_f_cm_np1_fr_bad_29,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/jump/RETURN_OF_THE_KING_jump_f_cm_np1_fr_bad_29,10,jump
THE_PROTECTOR_jump_f_nm_np1_ba_bad_64,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/jump/THE_PROTECTOR_jump_f_nm_np1_ba_bad_64,10,jump
50_FIRST_DATES_jump_f_nm_np1_fr_bad_3,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/jump/50_FIRST_DATES_jump_f_nm_np1_fr_bad_3,9,jump
Goalkeeper_Felix_Schwake_jump_f_nm_np1_ri_bad_3,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/jump/Goalkeeper_Felix_Schwake_jump_f_nm_np1_ri_bad_3,11,jump
Documentario_Le_Parkour_Londrina_jump_f_nm_np1_ri_bad_2,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/jump/Documentario_Le_Parkour_Londrina_jump_f_nm_np1_ri_bad_2,9,jump
THE_PROTECTOR_jump_f_nm_np1_fr_bad_96,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/jump/THE_PROTECTOR_jump_f_nm_np1_fr_bad_96,10,jump
St__Louis_Goalkeeping__Academy_elite_training_jump_f_nm_np1_ri_bad_11,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/jump/St__Louis_Goalkeeping__Academy_elite_training_jump_f_nm_np1_ri_bad_11,11,jump
Learn_Freerunning_and_Parkour__-_Diving_Kong_jump_f_cm_np1_le_bad_2,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/jump/Learn_Freerunning_and_Parkour__-_Diving_Kong_jump_f_cm_np1_le_bad_2,12,jump
Gregoire_Airman_showreel_2008_jump_f_cm_np1_le_bad_4,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/jump/Gregoire_Airman_showreel_2008_jump_f_cm_np1_le_bad_4,12,jump
THE_PROTECTOR_jump_f_nm_np1_fr_bad_95,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/jump/THE_PROTECTOR_jump_f_nm_np1_fr_bad_95,5,jump
Parkour-_Diving_Kong_jump_u_cm_np1_fr_bad_1,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/jump/Parkour-_Diving_Kong_jump_u_cm_np1_fr_bad_1,8,jump
Goalkeeper_Felix_Schwake_jump_f_cm_np1_le_bad_6,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/jump/Goalkeeper_Felix_Schwake_jump_f_cm_np1_le_bad_6,10,jump
Return_of_the_King_12_jump_f_nm_np2_fr_bad_2,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/jump/Return_of_the_King_12_jump_f_nm_np2_fr_bad_2,17,jump
St__Louis_Goalkeeping__Academy_elite_training_jump_f_nm_np1_le_bad_7,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/jump/St__Louis_Goalkeeping__Academy_elite_training_jump_f_nm_np1_le_bad_7,10,jump
Documentario_Le_Parkour_Londrina_jump_f_nm_np1_ba_bad_0,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/jump/Documentario_Le_Parkour_Londrina_jump_f_nm_np1_ba_bad_0,13,jump
Stadium_Plyometric_Workout_jump_f_cm_np1_ba_med_8,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/jump/Stadium_Plyometric_Workout_jump_f_cm_np1_ba_med_8,7,jump
St__Louis_Goalkeeping__Academy_elite_training_jump_f_nm_np1_ri_bad_16,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/jump/St__Louis_Goalkeeping__Academy_elite_training_jump_f_nm_np1_ri_bad_16,10,jump
KUNG_FU_HUSTLE_jump_f_cm_np1_le_bad_57,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/jump/KUNG_FU_HUSTLE_jump_f_cm_np1_le_bad_57,11,jump
Documentario_Le_Parkour_Londrina_jump_f_nm_np1_ba_bad_1,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/jump/Documentario_Le_Parkour_Londrina_jump_f_nm_np1_ba_bad_1,8,jump
Documentario_Le_Parkour_Londrina_jump_f_cm_np1_fr_bad_9,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/jump/Documentario_Le_Parkour_Londrina_jump_f_cm_np1_fr_bad_9,11,jump
le_parkour_kl_jump_l_nm_np1_ri_bad_2,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/jump/le_parkour_kl_jump_l_nm_np1_ri_bad_2,25,jump
BLACK_HAWK_DOWN_jump_f_cm_np1_ri_bad_9,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/jump/BLACK_HAWK_DOWN_jump_f_cm_np1_ri_bad_9,5,jump
HeavyHouse_jump_h_cm_np1_fr_bad_0,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/jump/HeavyHouse_jump_h_cm_np1_fr_bad_0,22,jump
Arrasando_no_Le_Parkour_jump_f_nm_np1_le_med_2,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/jump/Arrasando_no_Le_Parkour_jump_f_nm_np1_le_med_2,10,jump
Learn_Freerunning_and_Parkour__-_Diving_Kong_jump_f_cm_np1_le_bad_5,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/jump/Learn_Freerunning_and_Parkour__-_Diving_Kong_jump_f_cm_np1_le_bad_5,9,jump
Stadium_Plyometric_Workout_jump_f_cm_np1_ba_bad_5,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/jump/Stadium_Plyometric_Workout_jump_f_cm_np1_ba_bad_5,8,jump
RETURN_OF_THE_KING_jump_f_nm_np1_fr_bad_40,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/jump/RETURN_OF_THE_KING_jump_f_nm_np1_fr_bad_40,15,jump
Documentario_Le_Parkour_Londrina_jump_f_nm_np1_ri_bad_4,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/jump/Documentario_Le_Parkour_Londrina_jump_f_nm_np1_ri_bad_4,9,jump
Gregoire_Airman_showreel_2008_jump_f_cm_np1_le_bad_2,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/jump/Gregoire_Airman_showreel_2008_jump_f_cm_np1_le_bad_2,16,jump
OldSchool_jump_f_nm_np1_fr_bad_26,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/jump/OldSchool_jump_f_nm_np1_fr_bad_26,5,jump
Learn_Freerunning_and_Parkour__-_Diving_Kong_jump_f_cm_np1_fr_bad_4,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/jump/Learn_Freerunning_and_Parkour__-_Diving_Kong_jump_f_cm_np1_fr_bad_4,13,jump
Learn_Freerunning_and_Parkour_-_Diving_Roll_jump_f_cm_np1_le_bad_4,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/jump/Learn_Freerunning_and_Parkour_-_Diving_Roll_jump_f_cm_np1_le_bad_4,7,jump
CharlieAndTheChocolateFactory_jump_f_nm_np1_fr_bad_5,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/jump/CharlieAndTheChocolateFactory_jump_f_nm_np1_fr_bad_5,10,jump
St__Louis_Goalkeeping__Academy_elite_training_jump_f_nm_np1_le_bad_5,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/jump/St__Louis_Goalkeeping__Academy_elite_training_jump_f_nm_np1_le_bad_5,12,jump
happy_go_lovely_jump_h_cm_np1_fr_bad_0,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/jump/happy_go_lovely_jump_h_cm_np1_fr_bad_0,16,jump
